"Year","month","hires","openings","layoffs","quits","sector"
2011,"Apr",2.9,2.3,1,1.1,"Transportation, Warehousing and Utilities"
2011,"May",2.6,2.4,0.7,1.3,"Transportation, Warehousing and Utilities"
2011,"Jun",3.1,1.9,1,1.3,"Transportation, Warehousing and Utilities"
2011,"Jul",3,2.4,1.1,1.3,"Transportation, Warehousing and Utilities"
2011,"Aug",2.9,2,1.2,1.3,"Transportation, Warehousing and Utilities"
2011,"Sep",2.8,2,1,1.2,"Transportation, Warehousing and Utilities"
2011,"Oct",3.1,2.1,1.4,1.2,"Transportation, Warehousing and Utilities"
2011,"Nov",2.9,2.3,1.2,1.2,"Transportation, Warehousing and Utilities"
2011,"Dec",3.1,2.4,1.5,1.2,"Transportation, Warehousing and Utilities"
2012,"Jan",3,2.3,1.1,1.3,"Transportation, Warehousing and Utilities"
2012,"Feb",3.2,2.5,1.2,1.3,"Transportation, Warehousing and Utilities"
2012,"Mar",3.3,2.5,1.2,1.5,"Transportation, Warehousing and Utilities"
2012,"Apr",3.3,2.1,1.4,1.6,"Transportation, Warehousing and Utilities"
2012,"May",3.5,2.2,1.2,1.4,"Transportation, Warehousing and Utilities"
2012,"Jun",3.5,2.1,1.4,1.5,"Transportation, Warehousing and Utilities"
2012,"Jul",3,2,1.1,1.2,"Transportation, Warehousing and Utilities"
2012,"Aug",3.4,2.3,1.3,1.6,"Transportation, Warehousing and Utilities"
2012,"Sep",2.9,2.4,1.4,1.2,"Transportation, Warehousing and Utilities"
2012,"Oct",3.3,1.7,1,1.6,"Transportation, Warehousing and Utilities"
2012,"Nov",3.1,1.7,1.2,1.5,"Transportation, Warehousing and Utilities"
2012,"Dec",3.3,3,1.3,1.1,"Transportation, Warehousing and Utilities"
2013,"Jan",3.1,2.6,1.1,1.6,"Transportation, Warehousing and Utilities"
2013,"Feb",3.3,2.6,1.3,1.5,"Transportation, Warehousing and Utilities"
2013,"Mar",2.9,2.1,1.2,1.3,"Transportation, Warehousing and Utilities"
2013,"Apr",3.2,2.6,1.4,1.3,"Transportation, Warehousing and Utilities"
2013,"May",3.1,2.5,1.4,1.6,"Transportation, Warehousing and Utilities"
2013,"Jun",2.9,2.9,1,1.3,"Transportation, Warehousing and Utilities"
2013,"Jul",3,2.2,1.4,1.4,"Transportation, Warehousing and Utilities"
2013,"Aug",3.4,2.8,1.5,1.3,"Transportation, Warehousing and Utilities"
2013,"Sep",3.4,2.7,1.2,1.4,"Transportation, Warehousing and Utilities"
2013,"Oct",3.1,2.7,1.3,1.2,"Transportation, Warehousing and Utilities"
2013,"Nov",3.5,2.6,1.3,1.5,"Transportation, Warehousing and Utilities"
2013,"Dec",2.9,2.6,1.2,1.6,"Transportation, Warehousing and Utilities"
2014,"Jan",3.9,3,1.6,1.5,"Transportation, Warehousing and Utilities"
2014,"Feb",3.3,2.2,1.4,1.5,"Transportation, Warehousing and Utilities"
2014,"Mar",3.8,2.7,1.5,1.6,"Transportation, Warehousing and Utilities"
2014,"Apr",3.4,2.9,1.3,1.6,"Transportation, Warehousing and Utilities"
2014,"May",3.5,2.9,1.2,1.5,"Transportation, Warehousing and Utilities"
2014,"Jun",3.5,3,1.1,1.6,"Transportation, Warehousing and Utilities"
2014,"Jul",3.6,3.4,1.3,1.6,"Transportation, Warehousing and Utilities"
2014,"Aug",3.3,3.4,1.1,1.5,"Transportation, Warehousing and Utilities"
2014,"Sep",3.5,3.5,1.3,1.7,"Transportation, Warehousing and Utilities"
2014,"Oct",3.9,3.6,1.5,1.5,"Transportation, Warehousing and Utilities"
2014,"Nov",3.4,3.7,1.3,1.4,"Transportation, Warehousing and Utilities"
2014,"Dec",3.3,3.7,1.1,1.5,"Transportation, Warehousing and Utilities"
2015,"Jan",3.5,3.7,1.4,1.5,"Transportation, Warehousing and Utilities"
2015,"Feb",3.4,3.8,1.3,1.5,"Transportation, Warehousing and Utilities"
2015,"Mar",3.6,4.2,1.6,1.5,"Transportation, Warehousing and Utilities"
2015,"Apr",3.6,4.3,1.5,1.7,"Transportation, Warehousing and Utilities"
2015,"May",3.7,5.3,1.5,1.6,"Transportation, Warehousing and Utilities"
2015,"Jun",3.5,4.2,1.2,1.6,"Transportation, Warehousing and Utilities"
2015,"Jul",3.8,4.4,1.3,1.7,"Transportation, Warehousing and Utilities"
2015,"Aug",3.5,3.7,1.2,1.8,"Transportation, Warehousing and Utilities"
2015,"Sep",3.6,3.6,1.7,1.6,"Transportation, Warehousing and Utilities"
2015,"Oct",3.6,4.3,1.2,1.8,"Transportation, Warehousing and Utilities"
2015,"Nov",3.3,5.3,1.4,1.4,"Transportation, Warehousing and Utilities"
2015,"Dec",3.6,4.3,1.2,1.9,"Transportation, Warehousing and Utilities"
2016,"Jan",3,2.8,1.4,1.8,"Transportation, Warehousing and Utilities"
2016,"Feb",3.5,2.8,1.4,1.5,"Transportation, Warehousing and Utilities"
2016,"Mar",3.4,2.9,1.3,1.5,"Transportation, Warehousing and Utilities"
2016,"Apr",3.6,3.3,1.2,1.8,"Transportation, Warehousing and Utilities"
2016,"May",3.4,3.4,1.4,1.6,"Transportation, Warehousing and Utilities"
2016,"Jun",3.6,3.4,1.6,1.7,"Transportation, Warehousing and Utilities"
2016,"Jul",3.6,3.8,1.6,1.5,"Transportation, Warehousing and Utilities"
2016,"Aug",3.8,3.5,1.5,1.5,"Transportation, Warehousing and Utilities"
2016,"Sep",3.8,2.8,1.1,2.5,"Transportation, Warehousing and Utilities"
2016,"Oct",3.9,2.8,1.2,1.9,"Transportation, Warehousing and Utilities"
2016,"Nov",4.1,2.8,1.3,1.8,"Transportation, Warehousing and Utilities"
2016,"Dec",3.8,3.4,1.2,1.6,"Transportation, Warehousing and Utilities"
2017,"Jan",3.6,2.9,1.7,1.6,"Transportation, Warehousing and Utilities"
2017,"Feb",3.6,3.6,0.8,1.9,"Transportation, Warehousing and Utilities"
2017,"Mar",3.6,3.3,1.2,1.9,"Transportation, Warehousing and Utilities"
2017,"Apr",3.4,3.2,1.3,1.6,"Transportation, Warehousing and Utilities"
2017,"May",3.6,2.8,1.2,1.8,"Transportation, Warehousing and Utilities"
2017,"Jun",3.6,3.6,1.5,1.8,"Transportation, Warehousing and Utilities"
2017,"Jul",3.4,4.2,1,2,"Transportation, Warehousing and Utilities"
2017,"Aug",3.5,4.5,1.3,1.7,"Transportation, Warehousing and Utilities"
2017,"Sep",3.9,4.5,1.2,1.9,"Transportation, Warehousing and Utilities"
2017,"Oct",3.5,4.3,0.9,1.7,"Transportation, Warehousing and Utilities"
2017,"Nov",3.8,2.8,1.3,2,"Transportation, Warehousing and Utilities"
2017,"Dec",4.2,4,1.8,1.7,"Transportation, Warehousing and Utilities"
2018,"Jan",3.8,4.6,1.6,1.9,"Transportation, Warehousing and Utilities"
2018,"Feb",3.9,4.6,1.2,1.9,"Transportation, Warehousing and Utilities"
2018,"Mar",3.9,4.9,1.2,2.1,"Transportation, Warehousing and Utilities"
2018,"Apr",4,4.8,1.4,2.1,"Transportation, Warehousing and Utilities"
2018,"May",4.2,4.9,1.4,2.2,"Transportation, Warehousing and Utilities"
2018,"Jun",4.1,4.8,1.3,2.1,"Transportation, Warehousing and Utilities"
2018,"Jul",3.6,4.5,1.3,1.9,"Transportation, Warehousing and Utilities"
2018,"Aug",4.3,4.1,1.3,2,"Transportation, Warehousing and Utilities"
2018,"Sep",3.7,5.3,1.4,1.9,"Transportation, Warehousing and Utilities"
2018,"Oct",4.7,4,1.5,2.1,"Transportation, Warehousing and Utilities"
2018,"Nov",4.3,5.1,1.6,2.2,"Transportation, Warehousing and Utilities"
2018,"Dec",3.5,5.2,1.4,2.2,"Transportation, Warehousing and Utilities"
2019,"Jan",4.4,5.4,1.3,2,"Transportation, Warehousing and Utilities"
2019,"Feb",4,4,1.5,2.3,"Transportation, Warehousing and Utilities"
2019,"Mar",3.8,5,1.5,2.2,"Transportation, Warehousing and Utilities"
2019,"Apr",4,5.2,1.4,2.1,"Transportation, Warehousing and Utilities"
2019,"May",4.1,5.3,1.1,2.2,"Transportation, Warehousing and Utilities"
2019,"Jun",4,5.2,1.2,2,"Transportation, Warehousing and Utilities"
2019,"Jul",4.3,4.1,1.4,2.3,"Transportation, Warehousing and Utilities"
2019,"Aug",4.3,4.9,1.5,2.3,"Transportation, Warehousing and Utilities"
2019,"Sep",4.1,5.2,1.5,2.2,"Transportation, Warehousing and Utilities"
2019,"Oct",4.3,5.2,1.5,2.2,"Transportation, Warehousing and Utilities"
2019,"Nov",4.1,5.1,1.3,2.2,"Transportation, Warehousing and Utilities"
2019,"Dec",4.3,4.4,1.5,2.4,"Transportation, Warehousing and Utilities"
2020,"Jan",4.4,4.6,1.3,2.2,"Transportation, Warehousing and Utilities"
2020,"Feb",4.3,4.4,1.9,2.4,"Transportation, Warehousing and Utilities"
2020,"Mar",4.4,5.1,6.9,2,"Transportation, Warehousing and Utilities"
2020,"Apr",4.1,4.4,5.8,1.5,"Transportation, Warehousing and Utilities"
2020,"May",5.9,4.6,2.3,2.2,"Transportation, Warehousing and Utilities"
2020,"Jun",5.7,5.1,2.3,2.1,"Transportation, Warehousing and Utilities"
2020,"Jul",6.4,4.9,1.7,2.5,"Transportation, Warehousing and Utilities"
2020,"Aug",4.3,4.8,1.5,2.3,"Transportation, Warehousing and Utilities"
2020,"Sep",5.8,4.5,1.4,2.4,"Transportation, Warehousing and Utilities"
2020,"Oct",6.7,5,1.8,2.4,"Transportation, Warehousing and Utilities"
2020,"Nov",5.3,4.7,1.3,2.1,"Transportation, Warehousing and Utilities"
2020,"Dec",3.9,4.5,0.6,2.6,"Transportation, Warehousing and Utilities"
2021,"Jan",5.1,5.4,3,2.3,"Transportation, Warehousing and Utilities"
2021,"Feb",4.5,5.7,1.3,2.3,"Transportation, Warehousing and Utilities"
2021,"Mar",5.2,6.8,1.3,2.6,"Transportation, Warehousing and Utilities"
2021,"Apr",4.4,6.9,1.1,3.1,"Transportation, Warehousing and Utilities"
2021,"May",4.7,6.6,1.2,2.8,"Transportation, Warehousing and Utilities"
2021,"Jun",5,7.2,1.2,2.7,"Transportation, Warehousing and Utilities"
2021,"Jul",4.6,7.2,1.1,2.5,"Transportation, Warehousing and Utilities"
2021,"Aug",4.4,8.3,0.8,2.4,"Transportation, Warehousing and Utilities"
2021,"Sep",4.9,8,1.1,2.8,"Transportation, Warehousing and Utilities"
2021,"Oct",4.9,7.7,1.1,2.4,"Transportation, Warehousing and Utilities"
2021,"Nov",4.7,8.1,1.1,2.4,"Transportation, Warehousing and Utilities"
2021,"Dec",4.5,8.5,0.7,2.7,"Transportation, Warehousing and Utilities"
2022,"Jan",4.8,7.1,1.1,3,"Transportation, Warehousing and Utilities"
2022,"Feb",5.2,7.4,1,2.7,"Transportation, Warehousing and Utilities"
2022,"Mar",4.5,6.5,1,2.8,"Transportation, Warehousing and Utilities"
2022,"Apr",5,6.6,1.1,3.1,"Transportation, Warehousing and Utilities"
2022,"May",4.5,6.4,1.1,2.8,"Transportation, Warehousing and Utilities"
2022,"Jun",4.6,6.3,1,3.2,"Transportation, Warehousing and Utilities"
2022,"Jul",4.8,7.1,1.3,3,"Transportation, Warehousing and Utilities"
2022,"Aug",5,5.9,1.3,3.2,"Transportation, Warehousing and Utilities"
2022,"Sep",4.7,7.1,1.4,3.1,"Transportation, Warehousing and Utilities"
2022,"Oct",4.3,6.2,1.4,2.6,"Transportation, Warehousing and Utilities"
2022,"Nov",4.9,6.3,1.5,3.4,"Transportation, Warehousing and Utilities"
2022,"Dec",4.7,8,1.3,3.4,"Transportation, Warehousing and Utilities"
2023,"Jan",5.7,7.8,3.3,3,"Transportation, Warehousing and Utilities"
2023,"Feb",4.4,7.5,1.5,3,"Transportation, Warehousing and Utilities"
2023,"Mar",4.8,5.2,1.5,3,"Transportation, Warehousing and Utilities"
2023,"Apr",4.5,6.8,1.4,2.8,"Transportation, Warehousing and Utilities"
2023,"May",4.6,6.6,1.3,2.7,"Transportation, Warehousing and Utilities"
2023,"Jun",4,5.8,1.5,2.5,"Transportation, Warehousing and Utilities"
2023,"Jul",3.9,6,1.4,2.4,"Transportation, Warehousing and Utilities"
2023,"Aug",4.5,5.7,1.6,2.6,"Transportation, Warehousing and Utilities"
2023,"Sep",4,5.6,1.1,2.4,"Transportation, Warehousing and Utilities"
2023,"Oct",4.4,7.1,1.4,2.4,"Transportation, Warehousing and Utilities"
2023,"Nov",4,5.7,1.4,2.6,"Transportation, Warehousing and Utilities"
2023,"Dec",3.9,4.8,1.6,2.1,"Transportation, Warehousing and Utilities"
2024,"Jan",3.7,4.5,1.3,2.4,"Transportation, Warehousing and Utilities"
2024,"Feb",4.2,4.2,1.3,2.1,"Transportation, Warehousing and Utilities"
2024,"Mar",3.3,4.2,1.1,1.9,"Transportation, Warehousing and Utilities"
2024,"Apr",3.9,4.2,1.4,2.1,"Transportation, Warehousing and Utilities"
2024,"May",3.8,4.4,1.5,2.1,"Transportation, Warehousing and Utilities"
2024,"Jun",4.1,4.9,1.5,2.3,"Transportation, Warehousing and Utilities"
2024,"Jul",4.4,3.8,1.6,2.5,"Transportation, Warehousing and Utilities"
2024,"Aug",3.8,4.8,1.6,1.9,"Transportation, Warehousing and Utilities"
2024,"Sep",4.1,3.7,1.7,2,"Transportation, Warehousing and Utilities"
2024,"Oct",4.1,4.1,1.7,2.3,"Transportation, Warehousing and Utilities"
2024,"Nov",4.6,4,1.5,2.6,"Transportation, Warehousing and Utilities"
2024,"Dec",4.4,5,2.2,2.1,"Transportation, Warehousing and Utilities"
2009,"Jan",2.1,2.3,1.3,1.1,"Information"
2009,"Feb",2.1,2.3,1.3,1,"Information"
2009,"Mar",2.2,1.6,1.4,1.3,"Information"
2009,"Apr",1.9,1.2,1.7,1.2,"Information"
2009,"May",2.1,1.3,1.5,1.4,"Information"
2009,"Jun",2.2,1.6,1.3,1.1,"Information"
2009,"Jul",2.5,1.4,1.6,1.2,"Information"
2009,"Aug",2,1.3,1.2,1,"Information"
2009,"Sep",2.1,2,1,0.9,"Information"
2009,"Oct",2.5,2.4,1.5,0.9,"Information"
2009,"Nov",2.4,1.3,1.2,1.5,"Information"
2009,"Dec",2.4,2,1.6,1,"Information"
